Time (s),Amplitude
0.0,0.133107371998817
0.001,1.1000585849286149
0.002,0.8453384679603174
0.003,1.3152796603593855
0.004,0.795681365461517
0.005,0.9749793385999282
0.006,1.1197086185264093
0.007,0.8784022050449997
0.008,0.672857194209488
0.009000000000000001,1.2681521746752227
0.01,0.8727088325455368
0.011,0.5688257056541308
0.012,0.6886285879000583
0.013000000000000001,0.9506541332673645
0.014,0.8699945349531865
0.015,1.1949677699933576
0.016,1.5825890380479484
0.017,1.66815205090659
0.018000000000000002,1.206502237024325
0.019,1.2952588310231437
0.02,0.8256264154701881
0.021,1.0160632978708182
0.022,1.2560894649800762
0.023,0.8164791130439351
0.024,0.7935738797544294
0.025,0.8898854129807323
0.026000000000000002,0.9782877259349801
0.027,1.0830571802487479
0.028,0.9454520789788227
0.029,1.2227486801271805
0.03,1.5106655831849103
0.031,1.4184021809066567
0.032,0.9193837629124663
0.033,1.0504589215499454
0.034,1.0908572832811725
0.035,0.9424290971721715
0.036000000000000004,0.6073508635343668
0.037,0.9180513172118736
0.038,1.0091419690198349
0.039,1.0616586347388133
0.04,1.2198755259019287
0.041,1.3971259488942023
0.042,0.6902570893701795
0.043000000000000003,0.7715306403094382
0.044,1.1239207572086622
0.045,1.3711412092825452
0.046,1.3079062298765465
0.047,0.6631929955221502
0.048,0.9466555171643073
0.049,1.3255968254343078
0.05,0.8350573049236414
0.051000000000000004,1.154061941880647
0.052000000000000005,0.9025724950284126
0.053,1.171098355096926
0.054,0.5740982438025091
0.055,0.9405652959620897
0.056,0.9659641489754418
0.057,1.058076799753581
0.058,0.6136438182149612
0.059000000000000004,0.9624069608740116
0.06,1.528386784309916
0.061,1.16956313224588
0.062,0.9434800399171167
0.063,1.0000938722913282
0.064,0.7912411032733881
0.065,1.4165894248176867
0.066,0.6453887178242766
0.067,1.3497882218773027
0.068,0.46966003752689034
0.069,1.2846101362384514
0.07,0.7447025778550039
0.07100000000000001,1.3842573848748176
0.07200000000000001,0.7157242605659909
0.073,1.0162594095450668
0.074,0.9477299707763626
0.075,1.0227117829191208
0.076,1.559345599516453
0.077,1.0170002255555328
0.078,1.2059433697085977
0.079,1.2286349513500965
0.08,1.5862886044083557
0.081,0.8581600744533738
0.082,1.115536431174766
0.083,0.6358779765902721
0.084,0.5070802573707416
0.085,1.2516664807094382
0.08600000000000001,1.4993946156562876
0.08700000000000001,0.9760407841532968
0.088,1.2952875911381907
0.089,0.7951556212458191
0.09,1.1592144118678172
0.091,0.9160137792587625
0.092,1.466299175191752
0.093,0.9221543183120915
0.094,0.9158198386207612
0.095,1.3415040254490607
0.096,0.9925054342182338
0.097,1.2157574433968281
0.098,1.2202339725816407
0.099,1.0582790117944292
0.1,0.9847151860330845
0.101,1.2512073593803184
0.10200000000000001,0.9751923272354928
0.10300000000000001,1.124925585449972
0.10400000000000001,1.0771476694962059
0.105,0.9246696460392285
0.106,1.290672578181079
0.107,0.906505817465008
0.108,0.8973789129535646
0.109,1.3882048068180355
0.11,1.1533545109534042
0.111,1.3687119521873394
0.112,0.7474037537890137
0.113,0.6365002818768052
0.114,0.7656500184343858
0.115,1.1965475062736517
0.116,0.9026976550237853
0.117,1.2237598568651191
0.11800000000000001,1.0471049970280748
0.11900000000000001,1.0302682965515129
0.12,0.8055169690109003
0.121,1.4330983539216609
0.122,1.0483645530562617
0.123,1.728817049059812
0.124,1.5434243929818856
0.125,1.2028254044325497
0.126,1.324844933016576
0.127,1.44334366890193
0.128,0.961109795409426
0.129,0.7514346555114914
0.13,0.9974565401309886
0.131,1.0872046045828916
0.132,1.3922055821052142
0.133,1.2077682261692164
0.134,1.0420896155210828
0.135,1.302017522373263
0.136,1.3038125662961773
0.137,1.1448522938709602
0.138,0.8668548313782513
0.139,0.49252541561149266
0.14,1.500993620016474
0.14100000000000001,1.0530835119614117
0.14200000000000002,1.462618149599388
0.14300000000000002,0.677378362750008
0.14400000000000002,0.9834077884059944
0.145,1.1155136504918803
0.146,1.2229421752290268
0.147,1.1971777516654212
0.148,1.5463443596653843
0.149,1.1467300947057972
0.15,1.3448302102491674
0.151,1.0766288927065983
0.152,1.4249006641160908
0.153,0.887044720325036
0.154,1.3829603681576865
0.155,0.9375399050129737
0.156,1.3515171906865684
0.157,1.2316940586719956
0.158,1.0722286340953375
0.159,1.1742210334556353
0.16,0.9186940230308117
0.161,1.0679341736539143
0.162,1.0219337409850737
0.163,0.9959850069426901
0.164,1.6390738986924096
0.165,1.0614164027933999
0.166,0.9720824564060074
0.167,1.015419285147233
0.168,1.2095614481642294
0.169,1.2476796193308843
0.17,1.1138669419272775
0.171,1.2287377542009161
0.17200000000000001,0.7222930679401893
0.17300000000000001,1.1249604815873504
0.17400000000000002,1.3185492550379347
0.17500000000000002,0.8258976638317896
0.176,1.538727889417692
0.177,1.186256186505347
0.178,0.7713215266763309
0.179,0.767763471915951
0.18,1.0762112136382762
0.181,1.1377409769286069
0.182,1.4376001629999535
0.183,1.063701589099189
0.184,1.159139533526609
0.185,1.250790867735983
0.186,1.0472567107431887
0.187,0.8159643146790732
0.188,1.2786458572114914
0.189,1.3882926313019606
0.19,0.8643063903636565
0.191,0.8247999763473631
0.192,1.2210805220231733
0.193,1.401400859287766
0.194,1.2983248490470443
0.195,1.0712708363912162
0.196,1.5522216573652357
0.197,1.7466995524407831
0.198,1.5507976985359413
0.199,1.0442410415742358
0.2,1.5183785176675486
0.201,1.3554066649951393
0.202,1.0489787073976824
0.203,1.2231289873787567
0.20400000000000001,0.9498866811631884
0.20500000000000002,1.0730652505310738
0.20600000000000002,1.0431876354235285
