Time,Amplitude
0.0,0.26348818996758705
0.001,0.32729795731777644
0.002,-0.3609566911881493
0.003,-0.7850793612174422
0.004,0.8575121861235482
0.005,0.5795524882004529
0.006,0.20328742985286594
0.007,0.24489612812917327
0.008,0.5750457066325474
0.009000000000000001,-0.7460643849582212
0.01,-0.47759013992591426
0.011,-0.19794149255398255
0.012,-0.026840203957199896
0.013000000000000001,0.2946403010187728
0.014,1.146047595279018
0.015,1.5427897449671801
0.016,-0.5071560177924879
0.017,-0.2925157909649009
0.018000000000000002,0.5705279117154938
0.019,0.6196829768399815
0.02,-0.31132585198007473
0.021,0.11391551296095792
0.022,1.744572535221345
0.023,0.008227044119699906
0.024,1.1252937290874065
0.025,1.1547855794365998
0.026000000000000002,-0.0897156864417598
0.027,0.22893295903627012
0.028,1.0049975253961996
0.029,0.9574272276385658
0.03,0.32120409289681684
0.031,0.10059877016506505
0.032,1.1791251739315538
0.033,-0.058356267774749226
0.034,-0.09077077963094657
0.035,0.848666263568066
0.036000000000000004,0.4522813014893627
0.037,0.4109580017703467
0.038,-0.19995045972047276
0.039,0.40309840014684745
0.04,1.2702182509957223
0.041,0.5211248652261666
0.042,0.20456926446465845
0.043000000000000003,0.6434487079346156
0.044,0.36329770852280635
0.045,-0.8739070534395077
0.046,1.193807011651674
0.047,0.5042556986379473
0.048,0.07829020848829925
0.049,0.18348881645394435
0.05,0.16521223690865938
0.051000000000000004,0.6975751320245879
0.052000000000000005,0.6053951498145375
0.053,0.6529297342445696
0.054,-0.4304461045078073
0.055,-0.16148743097620075
0.056,0.30636447322678656
0.057,0.6597448936006718
0.058,0.06503518747298881
0.059000000000000004,0.178470722623153
0.06,1.106577012190298
0.061,0.9137935421411381
0.062,-0.19280120460692007
0.063,1.0223711833184301
0.064,-0.2554083754100927
0.065,1.7155756881781488
0.066,0.7167744272668606
0.067,1.456042529466309
0.068,1.5782299667405388
0.069,0.956817352479419
0.07,1.2653736046783846
0.07100000000000001,0.7005602609286091
0.07200000000000001,0.19711039979426187
0.073,0.6454563446278482
0.074,0.6935956980666522
0.075,0.936502148456697
0.076,0.14990787532589483
0.077,-0.24162389539271698
0.078,0.4688155704840176
0.079,0.5969833944127851
0.08,0.16246215710770187
0.081,0.5282043032874348
0.082,0.5274994798841636
0.083,0.886089688377878
0.084,0.5051681529674308
0.085,0.8970746598400015
0.08600000000000001,1.0814688734091562
0.08700000000000001,0.854540532708999
0.088,0.41183196656585075
0.089,0.7048299875816856
0.09,1.3209234685576265
0.091,2.040895498504048
0.092,0.7952439264033311
0.093,1.2157134095231497
0.094,0.5387872086746165
0.095,0.9629558984946444
0.096,0.6269285437275097
0.097,0.38348102716071575
0.098,1.093927670836296
0.099,1.6255327656830554
0.1,-0.11793805382095326
0.101,0.3054818169253975
0.10200000000000001,0.4411694788917017
0.10300000000000001,1.7084938470126902
0.10400000000000001,0.5950006220346904
0.105,0.8742776576961034
0.106,0.9072711382665414
0.107,0.27615514384730855
0.108,2.0190387719292415
0.109,0.9375424892351722
0.11,0.9478016715214455
0.111,0.3184048919535645
0.112,1.8641764899159727
0.113,0.8679295368774269
0.114,1.1006242768752688
0.115,1.8697895174194052
0.116,1.6294439468228565
0.117,1.0820936981604798
0.11800000000000001,1.1352827046260971
0.11900000000000001,0.057486515295408686
0.12,0.3649385556964053
0.121,0.8594821981783919
0.122,1.5663582662900384
0.123,0.9650892083279864
0.124,1.9638884582972163
0.125,2.12176212634433
0.126,1.9288211910170978
0.127,0.6033271644413537
0.128,1.2082260871162054
0.129,0.3419623782702451
0.13,0.6414497722064866
0.131,0.1477259347829587
0.132,0.774455472425809
0.133,1.736893761892828
0.134,1.3413040089197517
0.135,1.199453066031031
0.136,1.00225680130539
0.137,1.0930934183552088
0.138,1.7998505897749844
0.139,1.3336148839112034
0.14,1.5562627326084773
0.14100000000000001,0.7224280573146057
0.14200000000000002,0.08772176808865517
0.14300000000000002,0.8239582516189214
0.14400000000000002,1.0177416881744061
0.145,1.4884207563507073
0.146,0.4809446884060427
0.147,1.4039678939813227
0.148,0.936238391996366
0.149,0.6734475709744844
0.15,1.1257302888527303
0.151,0.8753885475173016
0.152,1.266986879949695
0.153,0.21750609997346335
0.154,0.8983007097149462
0.155,0.3854023164102261
0.156,1.497765878091647
0.157,0.7796220249619487
0.158,1.274922689098302
0.159,0.634539291349981
0.16,0.40288796395454096
0.161,1.1347855750179026
0.162,0.9267184994980538
0.163,1.3192062406509877
0.164,1.5217791047381282
0.165,1.2643941912610324
0.166,1.0174046901550118
0.167,0.9744700602868159
0.168,1.5362623479132091
0.169,0.8347556328719878
0.17,0.8486435040819539
0.171,-0.5050784943815929
0.17200000000000001,1.0430386438803199
0.17300000000000001,1.761452387378519
0.17400000000000002,0.042609235601692066
0.17500000000000002,0.5528724033343142
0.176,0.6608406565497407
0.177,0.9887893709070766
0.178,0.696650364793364
0.179,0.4108292134487823
0.18,0.7488306331766904
0.181,-0.054483530344426545
0.182,0.48098245324881056
0.183,1.2986510750829612
0.184,1.319812989014013
0.185,0.4091111829871808
0.186,1.5082581447336378
0.187,1.1067774474786185
0.188,1.3836201688485332
0.189,0.44947251382484554
0.19,2.0286506292548414
0.191,1.0191928598243507
0.192,2.0877015233423295
0.193,0.7698681573210971
0.194,0.992534904547279
0.195,1.1172062222254084
0.196,0.7908055129003525
0.197,0.8671558408936312
0.198,-0.15013187158447747
0.199,1.7707648444134776
0.2,0.875532333195959
0.201,1.001754408466906
0.202,0.3711321396592924
0.203,0.38756471503812184
0.20400000000000001,0.947363753463112
0.20500000000000002,0.6777202993260273
0.20600000000000002,0.6055029066763931
0.20700000000000002,0.6064296011097128
0.20800000000000002,0.8842319041823766
0.209,0.1697752142708253
0.21,1.138243053824808
0.211,1.0399792185646985
0.212,0.7988546070877462
0.213,1.180067069388682
0.214,1.598066271848047
0.215,1.3799054047911823
0.216,0.808153461840682
0.217,1.4715514629503377
0.218,1.4412622753774358
0.219,1.7280097585035983
0.22,0.5536691701157064
0.221,0.7666713555327284
0.222,0.6420822428715625
0.223,0.7094472376767874
0.224,1.1329534745739525
0.225,1.1529907527702332
0.226,0.7216877920525895
0.227,1.5459907711482566
0.228,1.0781330445081538
0.229,0.7715714325935569
0.23,1.4470469757060354
0.231,0.3285787899115597
0.232,1.1771780532953153
0.233,0.9714238616715442
0.234,1.3822302611534698
0.23500000000000001,0.06902503779831168
0.23600000000000002,0.8763085466126443
0.23700000000000002,0.8346274073795581
0.23800000000000002,0.48639935623335107
0.23900000000000002,0.08011111884586951
0.24,0.6280003280111989
0.241,1.1053159435729467
0.242,1.6097433880647118
0.243,0.727857192218353
0.244,0.9607822920626748
0.245,0.9834830597881637
0.246,0.3176074289594498
0.247,1.5064593900531535
0.248,0.10388646471215456
0.249,0.7547455703021405
0.25,0.7547860886931294
0.251,0.6002820213237464
0.252,2.2953659341905666
0.253,1.450591610718182
0.254,0.018004793277883967
0.255,1.267801617092416
0.256,0.5611659157607773
0.257,1.0843587547293878
0.258,1.507767338116811
0.259,0.8329612002657268
0.26,0.5841713489739819
0.261,1.2102858138241197
0.262,2.3790374739489586
0.263,0.9288619718062138
0.264,0.5601455716391314
0.265,1.0257860394182705
0.266,1.201966524986552
0.267,0.022703398292243618
0.268,0.763014655769964
0.269,0.7043327504462991
0.27,0.26104586823119436
0.271,0.9145595741251633
0.272,0.18545349833823854
0.273,0.6387982212396199
0.274,0.6257205755707431
0.275,0.5638401249170085
0.276,0.6070045979501817
0.277,0.7002339393450386
0.278,1.146344504170391
0.279,0.4597329109767646
0.28,0.8555390232191807
0.281,0.42076213150836916
0.28200000000000003,1.4336712782714598
0.28300000000000003,0.8961412096318887
0.28400000000000003,0.716473177010909
0.28500000000000003,1.182001681092411
0.28600000000000003,0.7650315212265643
0.28700000000000003,0.7261801190879655
0.28800000000000003,-0.06468875113689163
0.289,0.3870905393827899
0.29,1.055614021968169
0.291,-0.15259258462109393
0.292,0.7672849926861578
0.293,-0.1390254410620469
0.294,-0.14086663094941343
0.295,0.5990664933874092
0.296,1.483218046749752
0.297,1.200242734240775
0.298,0.32541892222155244
0.299,0.7965764127238132
0.3,0.3800832030226216
0.301,-0.2043670827513949
0.302,0.5859671720175569
0.303,-0.2364185134168303
0.304,0.8544573339401935
0.305,0.2107060547984188
0.306,0.30797681121880355
0.307,1.1658694001190566
0.308,0.0963740754475036
0.309,0.3378526344154318
0.31,0.5430854415784735
0.311,1.3173604438281672
0.312,0.8165051137551101
0.313,1.2138187535099578
0.314,1.3987316718198157
0.315,0.7844837102226531
0.316,0.8604385572388082
0.317,0.4728166435535255
0.318,0.24774559407217878
0.319,0.07773460064711457
0.32,1.672140685815568
0.321,1.9410730050588496
0.322,0.38128809196443914
0.323,0.5594177685104768
0.324,0.3352116273613346
0.325,0.8084611528367222
0.326,-0.005201356787109271
0.327,0.35421738075911796
0.328,0.7237440935520587
0.329,-0.002351826494548001
0.33,0.5683067400072024
0.331,0.9588045246496153
0.332,0.6384523063498426
0.333,0.7720062163042245
0.334,1.0246739353862457
0.335,1.3683499576036298
0.336,0.9365757498921443
0.337,0.5990040644093813
0.338,0.8821155753549741
0.339,-0.015510149058095654
0.34,0.04011493943075918
0.341,-0.10829509100647677
0.342,0.44394943189583447
0.343,1.2861705402745875
0.34400000000000003,0.12444113227792641
0.34500000000000003,0.5545116431890209
0.34600000000000003,0.2473147510437904
0.34700000000000003,1.1148545462803454
0.34800000000000003,0.22811988430895036
0.34900000000000003,0.733172119224181
0.35000000000000003,0.7550508542136523
0.35100000000000003,-0.21252674966386068
0.352,-0.024629151672148804
0.353,0.25077031769718927
0.354,0.7789119163773016
0.355,0.05816981510537961
0.356,0.924488614708012
0.357,-0.12044107979750177
0.358,0.8918908673961512
0.359,0.7364011051002654
0.36,0.89115748467993
0.361,-0.15775502505006356
0.362,0.1294574789149879
0.363,-0.4783057105483013
0.364,0.48515762349209124
0.365,-0.4558693869776761
0.366,0.08261310073696156
0.367,-0.04558174375319041
0.368,1.1014330233346303
0.369,0.8517391028569095
0.37,1.320260079410863
0.371,0.4386795940976763
0.372,-0.10779784346091575
0.373,0.8539062641811566
0.374,-0.3723737782332057
0.375,0.17778880935950622
0.376,0.27589421817506116
0.377,-0.25502093057222885
0.378,0.5749252946781507
0.379,0.0912324858889352
0.38,-0.5618040676984033
0.381,-0.03143207993432631
0.382,0.10315481424112176
0.383,-0.3006905132514189
0.384,0.23255330990210973
0.385,0.4102775062561369
0.386,0.43872094569033937
0.387,0.11398908183321195
0.388,0.3572832551847254
0.389,0.26766395639924023
0.39,-0.545051969068675
0.391,-0.44546391556745574
0.392,0.8526489328224265
0.393,-0.07348323198057535
0.394,-0.448963628707853
0.395,0.3573033667517807
0.396,0.09071713313619756
0.397,1.1081594011494125
0.398,0.3742407100985763
0.399,0.5457257021972406
0.4,-0.22845710537058891
0.401,-1.3116686636215213
0.402,0.48809968230933376
0.403,-0.440822152153599
0.404,0.5891778920231331
0.405,1.0057532317877789
0.406,-0.08039210945920462
0.40700000000000003,0.19323936212295983
0.40800000000000003,0.3222480116562645
0.40900000000000003,0.6489530773728688
0.41000000000000003,0.662079045027256
0.41100000000000003,-0.6126200185290206
0.41200000000000003,-0.573067810336606
0.41300000000000003,0.05162150384997123
0.41400000000000003,0.18181157871867437
0.41500000000000004,-0.4653075554528796
0.41600000000000004,0.15337172600250273
0.417,-0.027444472608633988
0.418,-0.34608391821049433
0.419,0.22442930265824013
0.42,-0.2889153384563421
0.421,0.3654718585654758
0.422,0.09468136489148848
0.423,-0.005854201313814811
0.424,0.7491909591143548
0.425,0.23739030387523888
0.426,-0.2906864694242309
0.427,-0.7066528971369823
0.428,0.08787874618894911
0.429,0.14515540682473657
0.43,-0.886743555089103
0.431,0.17372765624322217
0.432,0.26513077740842167
0.433,0.12018875855726777
0.434,0.08300735465007789
0.435,-0.15994410373738627
0.436,-0.25492285454707997
0.437,0.6203569515413522
0.438,0.26992466948862276
0.439,0.1663971526179918
0.44,0.22535610899597833
0.441,0.3378500812175426
0.442,-0.17629133248243217
0.443,1.4035385003838912
0.444,0.7621678707173338
0.445,0.3171126170919354
0.446,-0.46598314605950264
0.447,0.10124111615226071
0.448,1.3344794985039021
0.449,0.4011714138938779
0.45,-0.010586874284149894
0.451,-0.1335184769206311
0.452,-0.39122312314955815
0.453,0.45019212930668806
0.454,0.7620200265367774
0.455,-0.16302579368319348
0.456,0.43570561257958196
0.457,-0.8856888603262961
0.458,-0.5252355567266742
0.459,0.32421285984470305
0.46,0.7413802470321325
0.461,0.28339143128053423
0.462,-1.0414344879589787
0.463,-0.12496046276158365
0.464,0.4696775176360303
0.465,0.19274219354900654
0.466,-0.8221920759979359
0.467,0.13490162865500438
0.468,-0.09430702111860187
0.46900000000000003,-0.1324449966918432
0.47000000000000003,-0.3205059228839872
0.47100000000000003,-0.078570640468973
0.47200000000000003,-0.610509779649236
0.47300000000000003,0.372499307351397
0.47400000000000003,-0.7136137841274672
0.47500000000000003,-0.2617576376024398
0.47600000000000003,-1.2129932237441965
0.47700000000000004,-1.0330003886618957
0.47800000000000004,-0.16794123882705814
0.47900000000000004,-0.1916154805694805
0.48,1.0061587767207878
0.481,0.022229966857298944
0.482,0.4617897391807202
0.483,0.22119848409500897
0.484,0.12598435882948877
0.485,-1.125834248766607
0.486,-0.09385994274131061
0.487,-0.931138200101916
0.488,-0.3674239442881886
0.489,-0.08033353883451343
0.49,-0.4360761464711933
0.491,-0.22176278421749007
0.492,-0.6821115879429956
0.493,-0.182331768085002
0.494,0.06879411326626517
0.495,0.12493034023803974
0.496,-1.078857932644552
0.497,-0.5681807963522363
0.498,-0.29486799204643993
0.499,-0.4999194604138891
0.5,-0.9086829262685344
0.501,-0.31369450452145
0.502,0.549439448729764
0.503,-0.16393868889568686
0.504,-0.542645381274476
0.505,-0.8396187232923142
0.506,-0.006419410936305832
0.507,-0.3720300850972589
0.508,0.5110009143848014
0.509,-0.6081029830395615
0.51,-0.1307876821111527
0.511,-0.4745965000000254
0.512,-0.06198010632371022
0.513,-0.929664803289357
0.514,-0.6570593988548945
0.515,-0.933728078231938
0.516,-0.31327348254563
0.517,-0.32703956609556456
0.518,-0.35221973138270746
0.519,0.18557560094856768
0.52,-0.02315486590094347
0.521,-0.6272010668085293
0.522,-1.0184259046619315
0.523,-1.4499245549756907
0.524,-0.10866555288268752
0.525,-0.9822647441589293
0.526,-1.0005433531961334
0.527,-0.3881734314433335
0.528,-0.377783892669923
0.529,-0.3822942039696477
0.53,-0.15470437451549093
0.531,-0.7555696287725389
0.532,0.06535329514444224
0.533,-0.2371698423540327
0.534,-0.4467599347682501
0.535,-0.8959042620668688
0.536,0.4285053079427645
0.537,-0.0924935045754977
0.538,-1.5301509408336003
0.539,-0.05422014238242001
0.54,-0.21030818201703155
0.541,-0.8431531123227275
0.542,-0.005139125215576849
0.543,-0.06725559964967659
0.544,-0.6568625949191005
0.545,-0.050142989715575806
0.546,-0.48932254525946484
0.547,-0.7415661077976494
0.548,-0.7711980844690257
0.549,0.32434769620621395
0.55,-0.2968862557420051
0.551,-0.41833167845231334
0.552,-0.8744305619578675
0.553,-0.23817343671526567
0.554,-0.4257400759309779
0.555,-0.21655455486560796
0.556,-0.5248313735071988
0.557,-0.6911614941314929
0.558,-0.695297758199526
0.559,-0.931693193367776
0.56,-1.0190698236394136
0.561,0.06505269869181352
